persona_id;nombre;apellido;edad;dni;telefono
468;MARÍA ANDREA;PIÑEDA;44;5125448;29999561
469;TERESA;MILAC;65;2980038;29992315
470;ANA MARÍA;DORATO;72;3280179;29999378
471;NATALIA INES;PIAZZA;41;4151028;29984715
472;MARIANA LUISA;ORERO;53;1396494;29962406
473;GUSTAVO;ESCALANTE;35;9219624;29962000
474;OSCAR ALBERTO JOSÉ;MINKÉVICH;69;1607729;29950465
475;SANDRA;DEMICHELIS;54;10064057;29974643
476;MARTIN EDUARDO;DOMINGUEZ;41;5164666;29985893
477;GLADYS ELENA;CLEMENTE;47;2189676;29988743
478;DANIEL EDUARDO;ETCHEVERRY;60;5547904;29983944
479;HUGO FEDERICO;ALAZRAQUI;57;3161883;29994511
480;FERNANDO;GARCIA;39;10063217;29983586
481;RODOLFO DANIEL;SÁNCHEZ;56;7590693;29955475
482;VIRGINIA GABRIELA;POY SUAREZ;52;1928928;29981121
483;ANTONIO MARCELO;MANGIONE;51;6230848;29960727
484;NORBERTO;CHARCZUK;54;3760318;29974292
485;DARIO;RODRIGUEZ;42;1301229;29953900
486;RAUL GABRIEL;FERREYRA;57;6368461;29991993
487;JOSUE;SICILIANO;37;6493446;29969697
488;JUAN LEANDRO;MUNT;34;2267308;29960919
489;HERNAN;MERLINO;51;3384956;29989073
490;ARACELI NOEMI;PROTO;75;5184878;29993654
491;FRANCISCO OSCAR;REDELICO;41;8782127;29951458
492;LAURA GABRIELA;LOIDI;48;10120779;29977850
493;JUAN CARLOS;HERRERO;70;9140132;29996152
494;GERÓNIMO LUCIANO;TONDATO;29;5152299;29988027
495;BRUNO NAHUEL;CARACCIOLO;28;8921251;29957405
496;MARCELA;LACABANNE;30;7461385;29995985
497;PABLO;EDREIRA;53;2820691;29979470
498;GASTÓN;FIGHERA;28;10599671;29965786
499;MARÍA BEATRIZ;ARIAS;67;9205210;29968057
500;JUAN MANUEL;ROMA;33;9680234;29973274
501;NELLY ESTHER;MAINERO;64;5753023;29950510
502;VICTORIA;ALFONSO;46;2548606;29963769
503;MARINA PERLA;ABRUZZINI;57;1460852;29995958
504;ALBERTO GASPAR;VERA;67;9402954;29958674
505;JORGE REMO;SABBADINI;58;10326965;29974537
506;EDUARDO;DIEZ;53;4827686;29982758
507;CAROLINA IVON;PARIS;49;3574064;29983251
508;SONIA CRISTINA;IGUACEL;50;9273291;29994869
509;LILIANA NOEMÍ;ENRICO;53;4952727;29955797
510;EDWIN MIGUEL;NINA PALACIOS;28;1010233;29976268
511;MARTÍN GUSTAVO;FARINOLA;45;1489370;29998416
512;JAVIER;RODRÍGUEZ MIR;53;5660311;29960347
513;MARIANO FRANCISCO;BACCHI;44;296850;29951744
514;MARIA INES;GISMONDI;43;4078864;29962506
515;CECILIA INÉS;HERNÁNDEZ;46;648664;29972065
516;MARIA ISABEL;PEREZ;75;662283;29976914
517;KARINA GISELE;GONZALEZ;32;10852788;29957449
518;ENRIQUE;ANTIVERO;50;6814804;29993268
519;LIDIA;NOCETTI;41;2199395;29969696
520;GUSTAVO FERNANDO;HELGUERA;50;1763719;29984907
521;RICARDO LUIS;SAGER;64;1412198;29960039
522;MARCOS;VEGA;34;1075512;29963311
523;LAURA SAMANTA;PEREZ;39;11013757;29971747
524;LUCÍA;GUTIÉRREZ;33;3766459;29994343
525;DIEGO HERNÁN;PICOTTO;43;9824632;29965032
526;MARTÍN EZEQUIEL;CALDERÓN;41;788590;29960715
527;ENRIQUE;GUERRERO;62;5491627;29981700
528;DAMIÁN;ZORATTINI;33;3513521;29973950
529;NOELIA MARIA VIRGINIA;VEGLIA;39;6988210;29997573
530;MONICA ALICIA;COPANI;57;6045427;29992232
531;MARIA FLORENCIA;CARPENA;34;10589029;29976581
532;JUAN CRUZ;CONTRERAS;40;2952686;29957077
533;FABIÁN GUSTAVO;BELTRAMINO;48;9534223;29952717
534;ANDREA VERÓNICA;PEROTTI;39;2464052;29998151
535;GREGORIO GERARDO;KAMINSKY;68;8467421;29959779
536;FERNANDO ANGEL SERGIO;GARCÍA;39;3644388;29995162
537;ISMAEL DARÍO;BIANCO;56;11006021;29994791
538;JUAN ANTONIO;SEDA;56;10807980;29951475
539;ARIEL NINO;MONZÓN;38;9363950;29980031
540;ABEL;TORRACA;43;9395488;29954315
541;GABRIEL GUSTAVO;GUTIERREZ;29;8508982;29957839
542;ALEJANDRO DANIEL;BRIANZA ESPINOSA;29;1946170;29959618
543;ALEJANDRO;MARANI;32;9081259;29981354
544;ANALÍA LAURA;LUTOWICZ;39;8190281;29971330
545;HUGO GUILLERMO;SPINELLI;62;10191858;29971696
546;JUAN ALFONSO;SAMAJA;46;4477617;29963847
547;HECTOR ARMANDO;CARBALLO;69;6874863;29974553
548;CINTIA VANESA;LEDER;32;2220259;29953542
549;HORACIO MIGUEL;SEGURA;43;210512;29969632
550;JUAN MANUEL;ZEBERIO;39;3334570;29993316
551;MAURICIO;TASSARA;45;7981533;29988039
552;LUCIANA;BANZATO;36;8413546;29980982
553;MARIA CLARA;BUSSO;40;8403160;29986039
554;LUCIANO;MINETTI KERN;35;6695949;29981926
555;LILIANA MABEL;ALVAREZ;46;9647757;29971320
556;EVELIO SEVERINO;BELLO;70;7452573;29965245
557;NATALIA ELOISA;PUERTAS;37;9947434;29990377
558;MIGUEL ANGEL;FRANCO;52;10224512;29955220
559;SERGIO;FERRARI;44;5435586;29963279
560;RUBEN ERNESTO;LOSCRI;52;7085587;29978263
561;PABLO JOSÉ;MIECHI;42;6822569;29967297
562;INES  MARIA;FERNANDEZ MOUJAN;64;5762918;29999022
563;BOSCH;MARCELO HORACIO;59;3848123;29967889
564;KEVIN;ISERSKY;32;5627832;29980227
565;AA;ESTRÁBIGO;29;3311395;29973905
566;JUAN;STROCOVSKY;55;5700987;29958846
567;MARIA ESTER;JOZAMI;65;7559197;29959253
568;EDUARDO ENRIQUE;CASTILLA;85;5702491;29970798
569;MARÍA IGNACIA;GRAHAM;57;3391174;29964100
570;MARCELA;VAZQUEZ;56;5420078;29990263
571;CARLOS ALBERTO;RINALDI;53;6633050;29995289
572;SERGIO HERNÁN;BLOGNA TISTUZZA;32;7946202;29988517
573;MARÍA SOLEDAD;FERNÁNDEZ;40;4096444;29986066
574;DAVID ANDRES;BAFFONI;39;2748049;29979081
575;CARINA OLGA;LLOSA;38;770402;29991415
576;GABRIELA MARÍA;PERREN;47;8210446;29995467
577;JUAN MARTIN;QUIROGA;40;5012983;29972189
578;MARÍA FLORENCIA;AGOSTO;42;10563535;29994411
579;JENNY CAROLA;FUENTEALBA PALAVECINO;39;4987513;29950427
580;PATRICIO;SIMINI;39;8960551;29957980
581;FERNANDO JOSÉ;BARRIO;49;5616137;29991630
582;VICTORIA;ZANÓN;36;4135084;29966791
583;SOLEDAD;VERCELLINO;41;8608296;29962618
584;DIEGO AUGUSTO;BENITEZ;49;2755113;29951411
585;MIGUEL ANGEL;ROSSI;60;10037020;29989678
586;PAOLA VERÓNICA;BRITOS;48;10762854;29990703
587;PABLO;DEGLIANTONI;40;2521833;29958944
588;MAYRA BARBARA RAQUEL;LEMES LAPASTA;29;8067418;29985045
589;GABRIELA;ALORAS;58;8875901;29974890
590;HECTOR ARIEL;DI RADO;55;7676127;29957968
591;ANDREA LAURA;GUERINI;58;1190517;29984218
592;MARÍA TATIANA;GORJUP;39;389869;29983841
593;ALEJANDRA;POTOCKO;36;3660230;29997107
594;ALEJANDRO FEDERICO GUILLERMO;ANTOKOLETZ;53;4289071;29996189
595;DANIEL;CAPORALE;63;7699506;29984658
596;GUSTAVO ALFREDO;VARELA;57;1733683;29975730
597;MÓNICA ISABEL;PERAZZO;67;4348019;29987296
598;JORGE ANDRÉS;VERA;38;10198591;29985250
599;MARÍA LUJÁN;COLUEQUE;38;1138614;29996149
600;CELINA;REITER;65;7316434;29959755
